card,cardType,level,DE,EN,UK,RU
4-9,answer,,"Die Luke des Seiteneingangs hat ein rotes Drehrad. Die einzige andere Luke mit rotem Drehrad ist die auf dem Wasserturm. Liebend gern würden wir uns noch weiter mit trivialen Rätselfragen ablenken, um die Geisterbahn nicht betreten zu müssen. Aber es nützt nichts – wir müssen Jennifer hinterher. Die Truppe der fünf in Hot Dog Kostümen steckenden Spezialagenten würde uns auslachen. Also los! Gebannt und Händchen haltend betreten wir das Gebäude ...","The hatch of the side entrance has a red handwheel. The only other hatch with a red handwheel is the one on the water tower. We would love to keep distracting ourselves with trivial riddle questions so as not to have to enter the haunted house. But it's no use – we have to go after Jennifer. The squad of five special agents in hot dog costumes would laugh at us. So let's go! Spellbound and holding hands, we enter the building...","Люк бокового входу має червоне поворотне колесо. Єдиний інший люк із червоним колесом розташований на водонапірній вежі. Ми б із величезним задоволенням продовжували відволікатися на банальні загадки, аби лише не заходити в кімнату страху. Але робити нічого — ми маємо йти за Дженніфер. П'ятірка наших спецагентів у костюмах хот-догів просто засміяла б нас. Тож уперед! Затамувавши подих і тримаючись за руки, ми заходимо всередину...","Люк бокового входа имеет красное поворотное колесо. Единственный другой люк с красным колесом находится на водонапорной башне. Мы бы с превеликим удовольствием продолжили отвлекаться на банальные загадки, лишь бы не заходить в комнату страха. Но делать нечего — мы должны идти за Дженнифер. Пятерка наших спецагентов в костюмах хот-догов просто засмеяла бы нас. Так что вперед! Затаив дыхание и держась за руки, мы заходим внутрь..."
4-10,question,3,"Natürlich rechnen wir mit dem Schlimmsten: dunkle Gänge, Gespenster, Hexen. Doch siehe da: Das Erdgeschoss ist nichts weiter als ... ein Spiegellabyrinth! Wir atmen erleichtert auf. Das sollten wir doch hinbekommen!
Frage: Wohin ist Jennifer entschwunden – und wie verläuft die kürzeste Route (geradeaus, links, rechts), um dorthin zu gelangen?","Naturally, we expect the worst: dark corridors, ghosts, witches. But lo and behold: the ground floor is nothing more than ... a mirror maze! We breathe a sigh of relief. We should be able to handle that!
Question: Where has Jennifer vanished to – and what is the shortest route (straight ahead, left, right) to get there?","Звісно, ми готуємося до найгіршого: темні коридори, привиди, відьми. Але погляньте-но: весь перший поверх — це не що інше, як... дзеркальний лабіринт! Ми зітхаємо з полегшенням. Із цим ми точно впораємося!
Запитання: Куди зникла Дженніфер і як виглядає найкоротший шлях (прямо, ліворуч, праворуч), щоб дістатися туди?","Конечно, мы готовимся к самому худшему: темные коридоры, привидения, ведьмы. Но посмотрите-ка: весь первый этаж — это не что иное, как... зеркальный лабиринт! Мы вздыхаем с облегчением. С этим-то мы уж точно справимся!
Вопрос: Куда исчезла Дженнифер и как выглядит кратчайший путь (прямо, налево, направо), чтобы добраться туда?"
4-11,answer,,"Auf allen vier Faltplänen und auf Sonderkarte 3.25 sehen wir Fragmente eines Plans des Spiegellabyrinths. Diese Informationen fügen wir verbal zu einem großen Ganzzen zusammen und wissen nun, welche Schritte wir nehmen müssen, um Jennifer in den „Keller“ zu folgen, wie Gus es per Funkgerät angeordnet hat: Links, rechts, geradeaus, geradeaus, rechts. Die Gänge sind äußerst schmal. Musste ja so kommen. Wir sind nämlich nicht nur schreckhaft, sondern auch klaustrophobisch ...","On all four folding maps and on special card 3.25, we see fragments of a plan of the mirror maze. We verbally piece this information together into a big picture and now know which steps we need to take to follow Jennifer into the 'basement,' as Gus ordered via walkie-talkie: left, right, straight ahead, straight ahead, right. The corridors are extremely narrow. It had to be this way. Not only are we easily startled, but we are also claustrophobic...","На всіх чотирьох складених картах та на спеціальній карті 3.25 ми бачимо фрагменти схеми дзеркального лабіринту. Ми подумки об'єднуємо ці частини в єдине ціле і тепер знаємо, які кроки потрібно зробити, щоб піти за Дженніфер у «підвал», як скомандував Гус по рації: ліворуч, праворуч, прямо, прямо, праворуч. Проходи надзвичайно вузькі. Ну звісно, як завжди! Адже ми не тільки лякливі, а й страждаємо на клаустрофобію...","На всех четырех сложенных картах и на специальной карте 3.25 мы видим фрагменты схемы зеркального лабиринта. Мы мысленно объединяем эти части в единое целое и теперь знаем, какие шаги нужно предпринять, чтобы последовать за Дженнифер в «подвал», как скомандовал Гус по рации: налево, направо, прямо, прямо, направо. Проходы чрезвычайно узкие. Ну конечно, как всегда! Ведь мы не только пугливые, но и страдаем клаустрофобией..."
4-12,question,3,"Angespannt arbeiten wir uns voran. Obendrein weichen unsere Schwindelgefühle langsam, aber sicher einer Art Rauschzustand: Alles um uns herum verliert an Kontur, die Farbwahrnehmung wird intensiver. Mit geweiteten Pupillen erreichen wir eine verschlossene, alarmgesicherte Panzertür, hinter der sich laut Plan die Kellertreppe befindet. Ironischerweise wird die hochmoderne Tür von einem altmodischen, vierstelligen Zahlenschloss gesichert, über dem ein Halloween-Kürbis-Symbol prangt. Wir haben nur einen Versuch, sonst geht der Alarm los.
Frage: Wie lautet die Code für das Zahlenschloss?","Tensely, we work our way forward. On top of that, our feelings of dizziness slowly but surely give way to a kind of intoxication: everything around us loses contour, color perception becomes more intense. With dilated pupils, we reach a locked, alarm-secured armored door, behind which, according to the map, the cellar stairs are located. Ironically, the state-of-the-art door is secured by an old-fashioned, four-digit combination lock, above which is a Halloween pumpkin symbol. We only have one try, otherwise the alarm will go off.
Question: What is the code for the combination lock?","Напружено ми просуваємося вперед. На додачу до цього наше запаморочення повільно, але впевнено поступається місцем стану, схожому на наркотичне сп'яніння: все навколо втрачає чіткість, кольори стають яскравішими. З розширеними зіницями ми підходимо до замкнених броньованих дверей на сигналізації, за якими, згідно з планом, розташовані сходи в підвал. За іронією долі, ці сучасні двері захищені старомодним чотиризначним кодовим замком, над яким красується символ хелловінського гарбуза. У нас тільки одна спроба, інакше спрацює сигналізація.
Запитання: Який код від замка?","Напряженно мы продвигаемся вперед. Вдобавок к этому наше головокружение медленно, но верно уступает место состоянию, похожему на наркотическое опьянение: всё вокруг теряет очертания, цвета становятся ярче. С расширенными зрачками мы подходим к запертой бронированной двери на сигнализации, за которой, согласно плану, находится лестница в подвал. По иронии судьбы, эта современная дверь защищена старомодным четырехзначным кодовым замком, над которым красуется символ хэллоуинской тыквы. У нас только одна попытка, иначе сработает сигнализация.
Вопрос: Каков код от замка?"
4-13,answer,,"An einige der großen Halloween-Kürbisse auf dem Gelände sind Zettel mit Nummern gepinnt – wahrscheinlich handelt es sich um Daten in englischer Schreibweise. Vierstellig sind: 10/31 (Halloween), 12/24 und 12/25 (Weihnachten) und 12/31 (Silvester). Wir sind kurz geneigt, es mit einem der beiden Weihnachts-Daten zu versuchen – scheint schließlich das Motto der Hehlerbande zu sein. Aber mit welchem von beiden? Das Kürbis-Symbol über dem Zahlenschloss stimmt uns schließlich um: Der richtige Code lautet 1031. Zack – eingetippt, Tür auf, Treppe runter ...","Pinned to some of the large Halloween pumpkins on the grounds are notes with numbers – probably dates in English notation. Four-digit ones are: 10/31 (Halloween), 12/24 and 12/25 (Christmas), and 12/31 (New Year's Eve). We are briefly tempted to try one of the two Christmas dates – after all, it seems to be the motto of the smuggling ring. But which of the two? The pumpkin symbol above the combination lock finally changes our mind: the correct code is 1031. Bam – typed in, door open, down the stairs...","На деяких великих хелловінських гарбузах на території парку приколоті записки з номерами — ймовірно, це дати в англійському форматі. Чотиризначні з них: 10/31 (Хелловін), 12/24 і 12/25 (Різдво) та 12/31 (Новий рік). Спочатку ми думаємо спробувати одну з різдвяних дат — зрештою, це девіз банди контрабандистів. Але яку саме? Символ гарбуза над замком у підсумку переважає: правильний код — 1031. Бац — ввели, двері відчинилися, спускаємося сходами...","На некоторых крупных хэллоуинских тыквах на территории парка приколоты записки с номерами — вероятно, это даты в английском формате. Четырехзначные из них: 10/31 (Хэллоуин), 12/24 и 12/25 (Рождество) и 12/31 (Новый год). Сначала мы думаем попробовать одну из рождественских дат — в конце концов, это девиз банды контрабандистов. Но какую именно? Символ тыквы над замком в итоге перевешивает: правильный код — 1031. Бац — ввели, дверь открылась, спускаемся по лестнице..."
4-14,image,,[Bildkarte mit einem Gabelstapler und Kisten im Kellergewölbe],[Image card showing a forklift and boxes in the basement vault],[Зображення автонавантажувача та ящиків у підвальному приміщенні],[Изображение автопогрузчика и ящиков в подвальном помещении]
4-15,question,1,"Kaum sind wir unten, hören wir Schritte. Wir hechten in eine dunkle Ecke und beobachten, wie Jennifer ihren nun offensichtlich schwer beladenen Rollkoffer die Treppe hochschleppt. Als sie weg ist, sehen wir uns in Ruhe um. Der blanke Wahnsinn! Das Gelände des Spooky Festivals is komplett unterhöhlt – hier unten lagern riesige Mengen an Hehlerware. Zeug im Wert von mehreren hunderttausend Euro! Palettenweise Markenklamotten, Technikgeräte, ein Gabelstapler für die Logistik. Wie lange dieses Depot wohl schon existiert und welche Kreise das Netzwerk zieht?
Frage: Wo kommen die Produkte her?","As soon as we are downstairs, we hear footsteps. We dive into a dark corner and watch Jennifer lugging her now obviously heavily loaded wheeled suitcase up the stairs. Once she is gone, we look around in peace. Total madness! The grounds of the Spooky Festival are completely hollowed out – huge amounts of smuggled goods are stored down here. Stuff worth several hundred thousand euros! Pallets of brand-name clothing, technology devices, a forklift for logistics. How long has this depot existed, and how far does the network reach?
Question: Where do the products come from?","Щойно спустившись, ми чуємо кроки. Ми ховаємося в темний куток і спостерігаємо, як Дженніфер тягне вгору сходами свою явно важко навантажену валізу на коліщатках. Коли вона йде, ми оглядаємося в тиші. Справжнє божевілля! Вся територія Spooky Festival буквально порита підземеллями — тут внизу зберігаються колосальні обсяги краденого. Товарів на сотні тисяч євро! Цілі піддони брендового одягу, техніки, навіть автонавантажувач для внутрішньої логістики. Як давно існує цей склад і наскільки глибоко сягає ця мережа?
Запитання: Звідки надходять ці товари?","Едва спустившись, мы слышим шаги. Мы ныряем в темный угол и наблюдаем, как Дженнифер тащит вверх по лестнице свой явно тяжело нагруженный чемодан на колесиках. Когда она уходит, мы осматриваемся в тишине. Настоящее безумие! Вся территория Spooky Festival буквально изрыта подземельями — здесь внизу хранятся колоссальные объемы краденого. Товаров на сотни тысяч евро! Целые поддоны брендовой одежды, техники, даже автопогрузчик для внутренней логистики. Как давно существует этот склад и насколько глубоко уходит эта сеть?
Вопрос: Откуда поступают эти товары?"
4-16,answer,,"Auf Sonderkarte 4.14 zeigen diverse Kartons und Kisten dasselbe Emblem: ein schwarzes H mit blauer Welle. An was erinnert uns das? An das Logo der Hafengesellschaft „HARBAR HARBOUR“, das wir bereits auf einigen Schiffscontainern und den Kränen des Hafenterminals gesehen haben. Die Produkte kommen also vom Hafen. Klar, macht Sinn: die unmittelbare Nähe, möglicherweise Insider beim Hafenpersonal. Hatte Gus nicht erwähnt, dass er dort arbeitet? Und Tick demnächst auch? Es würde uns nicht wundern, wenn die komplette Familie Szabó in die Sache verstrickt ist. Jede Wette, dass sie die Waren geschickt abzwecken!","On special card 4.14, various boxes and crates show the same emblem: a black H with a blue wave. What does that remind us of? The logo of the port company 'HARBAR HARBOUR', which we've already seen on several shipping containers and cranes at the port terminal. So the products come from the harbor. Sure, makes sense: immediate proximity, possibly insiders among the port staff. Didn't Gus mention he works there? And Tick soon too? We wouldn't be surprised if the entire Szabó family is involved in this. Bet they cleverly siphoned the goods off!","На спеціальній карті 4.14 на різних коробках та ящиках видно один і той самий символ: чорна літера H із синьою хвилею. Що це нам нагадує? Логотип портової компанії «HARBAR HARBOUR», який ми вже бачили на вантажних контейнерах та кранах портового терміналу. Значить, товари надходять із порту. Все логічно: близькість розташування, свої люди серед персоналу порту. Хіба Гус не згадував, що працює там? І Тік теж збирався? Не дивно, якщо вся родина Сабо по вуха в цьому замішана. Б'ємося об заставу, що вони спритно цуплять вантажі!","На специальной карте 4.14 на различных коробках и ящиках виден один и тот же символ: черная буква H с синей волной. Что это нам напоминает? Логотип портовой компании «HARBAR HARBOUR», который мы уже видели на грузовых контейнерах и кранах портового терминала. Значит, товары поступают из порта. Всё сходится: близость расположения, свои люди среди персонала порта. Разве Гус не упоминал, что работает там? И Тик тоже собирался? Не удивительно, если вся семейка Сабо по уши в этом замешана. Бьемся об заклад, что они ловко умыкают грузы!"
4-17,question,1,"Unser Zustand verschlechtert sich. Die grüne „Spooky Sauce“ muss vergiftet gewesen sein! Oder mit Rauschmitteln versetzt. Will uns hier etwa jemand außer Gefecht setzen? Achtung, Spielanweisung: Dreht die vier Faltpläne um 180 Grad und stellt bzw. haltet sie ab jetzt kopfüber! Wir schlucken diverse Allzweckwaffe: gute, alte Kohletabletten. Mal schauen, ob's was bringt. Schwankend geht's die Treppe hoch. Verdammt, die Tür lässt sich von innen nicht mehr öffnen! Und unsere Handys und Funkgeräte haben hier unten keinen Empfang. Nach kurzer Überlegung sind wir trotzdem sicher, dass es noch einen anderen Ausgang gibt.
Frage: Warum?","Our condition is worsening. The green 'Spooky Sauce' must have been poisoned! Or laced with drugs. Is someone trying to put us out of action? Attention, game instructions: turn the four folding maps 180 degrees and hold them upside down from now on! We swallow our all-purpose weapon: good old charcoal tablets. Let's see if it does any good. Staggering, we head up the stairs. Damn, the door can no longer be opened from the inside! And our cell phones and walkie-talkies have no reception down here. After a brief thought, we are still certain there is another exit.
Question: Why?","Наше самопочуття погіршується. Зелений соус «Spooky Sauce», мабуть, був отруєний! Або змішаний із наркотиками. Хтось хоче вивести нас із ладу? Увага, ігрова вказівка: переверніть усі чотири складені карти на 180 градусів і з цього моменту тримайте їх догори дриґом! Ми ковтаємо нашу універсальну зброю — старе добре активоване вугілля. Подивимося, чи допоможе це. Похитуючись, ми піднімаємося сходами. Чорт, двері зсередини більше не відчиняються! І мобільні телефони та рації тут внизу не ловлять. Менше з тим, трохи подумавши, ми впевнені, що є інший вихід.
Запитання: Чому?","Наше самочувствие ухудшается. Зеленый соус «Spooky Sauce», должно быть, был отравлен! Или смешан с наркотиками. Кто-то хочет вывести нас из строя? Внимание, игровое указание: переверните все четыре сложенные карты на 180 градусов и с этого момента держите их вверх ногами! Мы глотаем наше универсальное оружие — старые добрые активированные угли. Посмотрим, поможет ли это. Пошатываясь, мы поднимаемся по лестнице. Черт, дверь изнутри больше не открывается! И наши мобильные телефоны и рации здесь внизу не ловят. Тем не менее, немного подумав, мы уверены, что есть другой выход.
Вопрос: Почему?"
4-18,answer,,"Große Kisten, Paletten, ein Gabelstapler? Dafür sind die schmalen Gänge durch das Spiegellabyrinth völlig ungeeignet. Irgendwo muss es also noch einen größeren Zugang geben. Hatten wir draußen nicht vorhin noch andere Luken entdeckt? Wir suchen die bröckelnde, hier und da notdürftig mit maroden Stützpfeilern abgesicherte Felsenhalle ab. Die Bauaufsichtsbehörde wird uns hiervon in Kenntnis setzen. Tada! Wir finden die Luken. Doch leider sind auch sie allesamt von außen fest verriegelt. Rosa Grusel-Elefanten lachen uns aus ...","Large boxes, pallets, a forklift? The narrow corridors through the mirror maze are completely unsuitable for that. So there must be another, larger entrance somewhere. Didn't we discover other hatches outside earlier? We search the crumbling rock hall, makeshift-secured here and there with rotten support pillars. The building inspection authority would have had a word to say about this. Tada! We find the hatches. But unfortunately, they are all firmly locked from the outside. Pink spooky elephants laugh at us...","Величезні ящики, піддони, автонавантажувач? Вузькі проходи дзеркального лабіринту зовсім непридатні для цього. Отже, десь тут має бути інший, ширший в'їзд. Хіба ми не знаходили на вулиці інші люки? Ми обшукуємо кам'яну залу, яка осипається і подекуди поспіхом укріплена гнилими дерев'яними підпірками. Органи будівельного нагляду явно були б у шоці. Та-да! Ми знаходимо люки. Але, на жаль, усі вони наглухо замкнені ззовні. Рожеві моторошні слони сміються з нас...","Огромные ящики, поддоны, автопогрузчик? Узкие проходы зеркального лабиринта совершенно непригодны для этого. Значит, где-то здесь должен быть другой, более широкий въезд. Разве мы не находили на улице другие люки? Мы обыскиваем осыпающийся каменный зал, кое-где наспех укрепленный гнилыми деревянными подпорками. Органы строительного надзора явно были бы в шоке. Та-да! Мы находим люки. Но, к сожалению, все они наглухо заперты снаружи. Розовые жуткие слоны смеются над нами..."
4-19,question,2,"Wir lassen uns nicht entmutigen und finden einen alten, rostigen Lüftungsschacht, über den wir mühsam hinausklettern können. Hatten wir schon erwähnt, dass wir klaustrophobisch sind?! Mit dem Gelächter der rosa Grusel-Elefanten im Ohr verfluchen wir die Szabós: Spätestens für diese unfreiwillige Form der Angsttherapie werden wir sie alle drankriegen!
Frage: Wo auf dem Gelände kommen wir wieder raus?","We don't let ourselves get discouraged and find an old, rusty ventilation shaft through which we can laboriously climb out. Did we mention that we are claustrophobic?! With the laughter of the pink spooky elephants in our ears, we curse the Szabós: at the very least, we will get them all for this involuntary form of anxiety therapy!
Question: Where on the grounds do we come out again?","Ми не втрачаємо надії і знаходимо стару iржаву вентиляційну шахту, через яку насилу вибираємося назовні. Ми вже згадували, що страждаємо на клаустрофобію?! Із безперервним сміхом рожевих моторошних слонів у вухах ми проклинаємо родину Сабо: за цю примусову шокову терапію ми їх точно всіх засадимо!
Запитання: Де саме на території парку ми виберемося назовні?","Мы не унываем и находим старую ржавую вентиляционную шахту, через которую с трудом выбираемся наружу. Мы уже упоминали, что страдаем клаустрофобией?! С непрекращающимся смехом розовых жутких слонов в ушах мы проклинаем семейку Сабо: уж за эту принудительную шоковую терапию мы их точно всех засадим!
Вопрос: Где именно на территории парка мы выберемся наружу?"
4-20,answer,,"Fast alle Lüftungsschächte auf unseren Faltplänen sehen glänzend neu aus. Nur ein einziger wirkt alt und rostig: der neben „Joe’s Tacos“. Wir kriechen ins Freie und klopfen uns entnervt den Staub und die Spinnweben von der Kleidung. Am liebsten würden wir den kompletten Laden hier sofort hochnehmen! Aber Gut Ding will bekanntlich Weile haben. Erst müssen wir noch Deborah Szabó finden – sie erscheint uns als das letzte, noch fehlende Puzzleteil. Wir schauen uns um – alles so schön bunt hier draußen!","Almost all ventilation shafts on our folding maps look shiny and new. Only a single one looks old and rusty: the one next to 'Joe's Tacos'. We crawl into the open and, annoyed, brush the dust and cobwebs off our clothes. We'd love to bust this whole place right now! But as they say, good things take time. First, we still have to find Deborah Szabó – she seems to us like the last missing puzzle piece. We look around – everything is so beautifully colorful out here!","Майже всі вентиляційні шахти на наших складених картах виглядають блискучими та новими. Тільки одна здається старою та іржавою — та, що розташована поруч із закусочною «Joe’s Tacos». Ми виповзаємо назовні та роздратовано обтрушуємо з одягу пил і павутиння. Понад усе нам хочеться негайно прикрити всю цю лавочку! Але, як відомо, добрі справи поспіху не люблять. Спочатку нам потрібно знайти Дебору Сабо — вона здається нам останньою недостатньою деталлю пазла. Ми озираємося навколо — усе на вулиці таке гарне й кольорове!","Почти все вентиляционные шахты на наших сложенных картах выглядят блестящими и новыми. Только одна кажется старой и ржавой — та, что находится рядом с закусочной «Joe’s Tacos». Мы выползаем наружу и раздраженно отряхиваем с одежды пыль и паутину. Больше всего на свете нам хочется немедленно прикрыть всю эту лавочку! Но, как известно, поспешишь — людей насмешишь. Сначала нам нужно найти Дебору Сабо — она кажется нам последним недостающим фрагментом головоломки. Мы оглядываемся вокруг — всё на улице такое красивое и разноцветное!"
4-21,question,1,"Leider haben wir nach wie vor keinen blassen Schimmer, wo Deborah steckt und ob sie überhaupt noch am Leben ist. Immerhin: Die Halluzinationen lassen inzwischen etwas nach, aber von Entwarnung kann noch nicht die Rede sein. Wir resümieren noch einmal kurz die Tatorte der heutigen Sabotageakte: Los ging es am Slush-Eis-Automat. Es folgten Toiletten, Kinderkarussell, Flamingo-Gehege und Riesenrad. Ein lauter Schmerzensschrei vom „Hau den Lukas“ am Haupteingang lässt uns aufschrecken.
Frage: Von wem kommt der Schrei?","Unfortunately, we still have no clue where Deborah is and if she is even still alive. At least the hallucinations are starting to subside a bit, but we can't sound the all-clear yet. We briefly recap the crime scenes of today's sabotage acts: it started at the slush ice machine, followed by the toilets, children's carousel, flamingo enclosure, and Ferris wheel. A loud shriek of pain from the 'High Striker' at the main entrance startles us.
Question: From whom does the scream come?","На жаль, ми досі поняття не маємо, де ховається Дебора і чи жива вона взагалі. Принаймні галюцинації нарешті починають спадати, хоча розслаблятися ще зарано. Ми швидко аналізуємо місця сьогоднішніх диверсій: усе почалося з автомата зі слаш-айсом, потім були туалети, дитяча карусель, вольєр із фламінго та колесо огляду. Раптом голосний крик болю з боку силоміра «Hau den Lukas» біля головного входу змушує нас здригнутися.
Запитання: Хто кричить?","К сожалению, мы по-прежнему понятия не имеем, где скрывается Дебора и жива ли она вообще. По крайней мере, галлюцинации наконец начинают спадать, хотя расслабляться пока рано. Мы быстро анализируем места сегодняшних диверсий: всё началось с автомата со слаш-айсом, затем были туалеты, детская карусель, вольер с фламинго и колесо обозрения. Вдруг громкий крик боли со стороны силомера «Hau den Lukas» у главного входа заставляет нас вздрогнуть.
Вопрос: Кто кричит?"
4-22,answer,,"Vor dem kleinen „Hau den Lukas“ am Haupteingang ist ein Mann mit Holzbein in eine Bärenfalle getappt! Dummerweise nicht mit seinem Holzbein, sondern mit seinem gesunden Bein. Auf dem Boden hat sich eine große Blutlache gebildet. Wir verständigen Feuerwehr und Rettungsdienst. Der Mann scheint hart im Nehmen zu sein und stellt sich uns als „Starker Otto“ vor. Sein anderes Bein hat er angeblich bei einem Haiangriff verloren. Sachen gibt’s ... Aber hey: eine Bärenfalle, ernsthaft?! Sechster Sabotageakt! Tatort: Hau den Lukas.","In front of the small 'High Striker' (Hau den Lukas) at the main entrance, a man with a wooden leg has stepped into a bear trap! Unfortunately, not with his wooden leg, but with his healthy leg. A large pool of blood has formed on the ground. We contact the fire department and rescue services. The man seems tough as nails and introduces himself to us as 'Strong Otto'. He claims to have lost his other leg in a shark attack. The things you hear ... But hey: a bear trap, seriously?! Sixth act of sabotage! Crime scene: High Striker.","Перед маленьким силоміром «Hau den Lukas» біля головного входу чоловік із дерев'яним протезом потрапив у ведмежий капкан! На жаль, не дерев'яним протезом, а своєю здоровою ногою. На землі утворилася велика калюжа крові. Ми викликаємо пожежників та швидку допомогу. Чоловік, здається, зроблений зі сталі — він відрекомендовується як «Сильний Отто». Свою другу ногу він нібито втратив під час нападу акули. Чого тільки не буває... Але стримайтеся: ведмежий капкан, серйозно?! Шостий саботаж! Місце злочину: силомір Hau den Lukas.","Перед маленьким силомером «Hau den Lukas» у главного входа мужчина с деревянным протезом угодил в медвежий капкан! К несчастью, не деревянным протезом, а своей здоровой ногой. На земле образовалась большая лужа крови. Мы вызываем пожарных и скорую помощь. Мужчина, кажется, сделан из стали — он представляется нам как «Сильный Отто». Свою вторую ногу он якобы потерял при нападении акулы. Чего только не бывает... Но постойте: медвежий капкан, серьезно?! Шестой саботаж! Место преступления: силомер Hau den Lukas."
4-23,image,,"
",,,
4-24,question,1,"Erste gute Neuigkeit: Die Halluzinationen sind so gut wie weg, unsere guten, alten Kohletabletten haben die Dämonen der „Spooky Sauce“ besiegt! Achtung, Spielanweisung: Dreht die vier Faltpläne zurück und haltet sie ab jetzt wieder richtig herum!
Nun also: Mit klarem Kopf weiter im Text. Rasch erkennen wir, dass noch weitere Fallen ausgelegt wurden. Zweite gute Neuigkeit: Wie es der Zufall so will, kommt uns der oder die Täter*in sogar triumphierend mit einer weiteren Falle in der Hand entgegengehüpft!
Frage: Um wen handelt es sich?","First piece of good news: the hallucinations are virtually gone; our good old charcoal tablets have defeated the demons of the 'Spooky Sauce'! Attention, game instructions: turn the four folding maps back and hold them right side up from now on!
So, with a clear head, let's move on. We quickly realize that even more traps have been set. Second piece of good news: as luck would have it, the culprit is actually hopping triumphantly right toward us with another trap in hand!
Question: Who is it?","Перша хороша новина: галюцинації практично минули, наше добре старе активоване вугілля перемогло демонів «Spooky Sauce»! Увага, ігрова вказівка: переверніть усі чотири складені карти назад і з цього моменту тримайте їх правильно!
Отже, продовжимо з ясною головою. Ми швидко помічаємо, що було розставлено ще більше пасток. Друга хороша новина: як на гріх, сам злочинець тріумфально стрибає прямо нам назустріч із ще одним капканом у руках!
Запитання: Хто це?","Первая хорошая новость: галлюцинации практически прошли, наши добрые старые активированные угли победили демонов «Spooky Sauce»! Внимание, игровое указание: переверните все четыре сложенные карты обратно и с этого момента держите их правильно!
Итак, продолжим с ясной головой. Мы быстро замечаем, что было расставлено еще больше ловушек. Вторая хорошая новость: как назло, сам преступник триумфально прыгает прямо нам навстречу с еще одним капканом в руках!
Вопрос: Кто это?"
4-25,answer,,"Safety first: Wir entschärfen kurzerhand die weiteren fünf ausgelegten Bärenfallen. Dann widmen wir uns der Person, die die Fallen ausgelegt hat. In dem markanten, gelben Raumanzug steckt – Trommelwirbel – die seit zwei Tagen vermisste Deborah Szabó! Kaum zu glauben, aber wahr: Deborah Szabó – die älteste Tochter von Opa Walt, Mutter von Ella, Olivia und Tick! Trotz Kostümierung erkennen wir ihr markantes Gesicht auf dem Stammbaumfoto wieder. Als sie uns sieht, macht sie keinerlei Anstalten zu fliehen. Zeit für unseren „Signature Move“: Handschellen klicken lassen.","Safety first: we quickly defuse the other five set bear traps. Then we turn our attention to the person who set them. In the striking yellow spacesuit is – drumroll – Deborah Szabó, who has been missing for two days! Hard to believe, but true: Deborah Szabó – the oldest daughter of Grandpa Walt, mother of Ella, Olivia, and Tick! Despite the costume, we recognize her distinctive face from the family tree photo. When she sees us, she makes no attempt to flee. Time for our 'signature move': clicking the handcuffs shut.","Безпека понад усе: ми без зайвих слів знешкоджуємо інші п'ять розставлених ведмежих капканів. Потім ми звертаємо увагу на людину, яка їх розставила. У помітному жовтому скафандрі ховається — барабанний дріб — зникла два дні тому Дебора Сабо! Неймовірно, але факт: Дебора Сабо — старша донька дідуся Уолта, мати Елли, Олівії та Тіка! Попри маскування, ми впізнаємо її характерне обличчя за фотографією на генеалогічному древі. Побачивши нас, вона навіть не намагається втекти. Час для нашого «коронного прийому»: замикаємо кайдани.","Безопасность прежде всего: мы без лишних слов обезвреживаем остальные пять расставленных медвежьих капканов. Затем мы переключаем внимание на человека, который их расставил. В приметном желтом скафандре скрывается — барабанная дробь — пропавшая два дня назад Дебора Сабо! Невероятно, но факт: Дебора Сабо — старшая дочь дедушки Уолта, мать Эллы, Оливии и Тика! Несмотря на маскировку, мы узнаем её характерное лицо по фотографии на генеалогическом древе. При виде нас она даже не пытается бежать. Время для нашего «коронного приема»: защелкиваем наручники."
