card,cardType,level,DE,EN,UK,RU
4-5,answer,,"
Wir finden vier Äxte: eine Feuerwehraxt oberhalb des roten Kastenwagens, eine weitere Feuerwehraxt im Labor, eine Spaltaxt im Holzstapel hinter der Kirche und eine übermächtige Streitaxt am Galgenkäfig. Mit Äxten und Licht ausgestattet, gibt es nun keine Ausflüchte mehr. Wir betreten den finsteren Gang beim Tunneleingang H im Inneren der Festung. Vor uns offenbart sich ein weit verzweigtes Tunnelsystem. An der Wand hängt ein Tunnelplan, den wir an uns nehmen.","
We find four axes: a fire axe above the red van, another fire axe in the laboratory, a splitting axe in the woodpile behind the church, and a massive battle axe at the gallows cage. Equipped with axes and light, there are no more excuses. We enter the dark corridor at tunnel entrance H inside the fortress. A widely branched tunnel system reveals itself before us. A tunnel plan hangs on the wall, which we take with us.","
Ми знаходимо чотири сокири: пожежну сокиру над червоним фургоном, ще одну пожежну сокиру в лабораторії, сокиру для коління дров у стосі дров за церквою та величезну бойову сокиру біля клітки-шибениці. Озброївшись сокирами та забезпечивши себе світлом, ми більше не маємо виправдань. Ми заходимо в темний хід біля входу в тунель H всередині фортеці. Перед нами відкривається розгалужена система тунелів. На стіні висить план тунелю, який ми забираємо з собою.","
Мы находим четыре топора: пожарный топор над красным фургоном, еще один пожарный топор в лаборатории, колун в поленнице за церковью и огромный боевой топор возле клетки-виселицы. Вооружившись топорами и обеспечив себя светом, у нас больше нет оправданий. Мы заходим в темный проход у входа в туннель H внутри крепости. Перед нами открывается разветвленная система туннелей. На стене висит план туннеля, который мы забираем с собой."
4-6,image,,[Bild: TUNNELPLAN HANGMANS ISLAND / 1968],[Image: TUNNEL PLAN HANGMANS ISLAND / 1968],[Зображення: ПЛАН ТУНЕЛІВ ОСТРОВА HANGMANS ISLAND / 1968],[Изображение: ПЛАН ТУННЕЛЕЙ ОСТРОВА HANGMANS ISLAND / 1968]
4-7,question,3,"Soso, scheinbar hat das US-Militär die Insel einst für geheime Zwecke genutzt. Kennt man ja ... Der Plan zeigt sämtliche Zugänge des Tunnelsystems. Die meisten davon sind mit Buchstaben versehen. Zwei dieser mit Buchstaben versehenen Zugänge haben wir bislang noch nicht entdeckt.
Frage: Welche Buchstaben haben die beiden uns noch unbekannten Zugänge – und in bzw. bei welchen großen Gebäuden befinden sie sich?","Well, well, apparently the US military once used the island for secret purposes. Typical ... The plan shows all entrances of the tunnel system. Most of them are labeled with letters. Two of these letter-labeled entrances have not been discovered by us yet.
Question: Which letters do the two entrances still unknown to us have – and in or near which large buildings are they located?","Отакої, схоже, колись військовики США використовували цей острів для таємних цілей. Ну як завжди... План показує всі входи до системи тунелів. Більшість із них позначені літерами. Два з цих позначених літерами входів мы досі не виявили.
Запитання: Які літери мають ці два досі невідомі нам входи та в яких саме великих будівлях (або біля них) вони розташовані?","Ого, похоже, когда-то военные США использовали этот остров для секретных целей. Ну как обычно... План показывает все входы в систему туннелей. Большинство из них обозначены буквами. Два из этих обозначенных буквами входов мы до сих пор не обнаружили.
Вопрос: Какие буквы имеют эти два доселе неизвестных нам входа и в каких именно крупных зданиях (или возле них) они находятся?"
4-8,answer,,"Zugang B und D kennen wir noch nicht. Ein Abgleich des Tunnelplans mit unseren Faltplänen und Drohnenansichten ergibt: Zugang B muss in der Kirche sein, Zugang D in oder hinter dem Leuchtturm. Wir folgen der Schleifspur und dringen immer tiefer ins Tunnelsystem vor. Ein tiefes Grollen lässt die gesamte Insel erzittern. Steinchen rieseln von der Decke. Ein Erdbeben? Ja und nein. Leider mehr als das – die Vorboten eines Vulkanausbruchs! Verdammt, wir müssen uns beeilen!","We do not know entrances B and D yet. A comparison of the tunnel plan with our folding maps and drone views reveals: entrance B must be in the church, entrance D in or behind the lighthouse. We follow the drag mark and push deeper into the tunnel system. A deep rumbling makes the entire island tremble. Small stones trickle from the ceiling. An earthquake? Yes and no. Unfortunately, more than that – the precursors of a volcanic eruption! Damn, we have to hurry!","Входи B та D нам ще не відомі. Зіставлення плану тунелів із нашими розкладними картами та знімками з дронів показує: вхід B має бути в церкві, а вхід D — у маяку або за ним. Ми йдемо за слідом волочіння й заглиблюємося все далі в систему тунелів. Глибокий гул змушує весь острів здригнутися. Зі стелі сиплеться дрібне каміння. Землетрус? І так, і ні. На жаль, це дещо більше — передвісники виверження вулкана! Чорт, нам треба поспішати!","Входы B и D нам еще не известны. Сопоставление плана туннелей с нашими раскладными картами и снимками с дронов показывает: вход B должен быть в церкви, а вход D — в маяке или за ним. Мы следуем по следу волочения и углубляемся всё дальше в систему туннелей. Глубокий гул заставляет весь остров содрогнуться. С потолка сыплется мелкая галька. Землетрясение? И да, и нет. К сожалению, это кое-что побольше — предвестники извержения вулкана! Чёрт, нам нужно спешить!"
4-9,image,,"
",,,
4-10,question,3,"Düster, kalt, jede Menge alte Fässer – die Stimmung hier unten ist gespenstisch! Wir erblicken einige Atomfässer, aus denen eine grünlich leuchtende Flüssigkeit austritt! Und einer der riesigen Käfer schlurft gerade davon! Das erklärt wohl ihr Leuchten ... Uns gehen die Mahnungen von Walter, unserem Biologen, durch den Kopf: Selbst, wenn wir dieses Abenteuer hier heile überstehen sollten – wie hoch ist wohl der gesundheitliche Preis, den wir dafür zahlen?
Frage: Unter welchem Gebäude steht unsere Person Westen, als sie in den Tunnel hineinblickt – und wohin führt der Weg durch die Gittertür rechts?","Gloomy, cold, lots of old barrels – the atmosphere down here is spooky! We spot several atomic barrels with a greenish glowing liquid leaking out! And one of the giant beetles is just scuttling away! That probably explains its glow ... Walter's warnings, our biologist, run through our minds: even if we survive this adventure unharmed – what is the health price we will pay for it?
Question: Under which building is our Person West standing when looking into the tunnel – and where does the path through the grated door on the right lead?","Похмуро, холодно, купа старих бочок — атмосфера тут внизу просто моторошна! Ми бачимо кілька ядерних бочок, з яких витікає зеленкувата сяюча рідина! І один із величезних жуків якраз утікає геть! Це, мабуть, пояснює їхнє світіння... У нашій голові лунають застереження Вальтера, нашого біолога: навіть якщо ми виберемося з цієї пригоди цілими й неушкодженими — якою буде ціна для нашого здоров'я?
Запитання: Під якою будівлею стоїть наш гравець «Захід», коли зазирає в тунель, і куди веде шлях через решітчасті двері праворуч?","Мрачно, холодно, куча старых бочек — атмосфера здесь внизу просто жуткая! Мы видим несколько ядерных бочек, из которых вытекает зеленоватая светящаяся жидкость! И один из огромных жуков как раз убегает прочь! Это, должно быть, объясняет их свечение... В нашей голове звучат предостережения Вальтера, нашего биолога: даже если мы выберемся из этого приключения целыми и невредимыми — какова будет цена для нашего здоровья?
Вопрос: Под каким зданием стоит наш игрок «Запад», когда заглядывает в туннель, и куда ведет путь через решетчатую дверь справа?"
4-11,answer,,Der Blick in den Tunnel offenbart einen Zugang mit dunkelblauem Drehrad. Dieser ist linkerhand und ein Stück weiter als die Abzweigung mit der Gittertür rechts. Ein Abgleich mit dem Tunnelplan unserer Person Norden und mit unseren Faltplänen und Drohnenansichten gibt Aufschluss: Person Westen muss gerade unter der Sternwarte stehen. Folglich führt der Weg durch die Gittertür rechts zum Tunnelzugang I bzw. zum Helikopterlandeplatz. Wieder erbebt die Insel! Hektisch folgen wir der Schleifspur geradeaus und erreichen eine kleine Grotte.,"The view into the tunnel reveals an entrance with a dark blue handwheel. This is on the left and a bit further than the junction with the grated door on the right. A comparison with the tunnel plan of our Person North and with our folding maps and drone views provides the Person West must be standing right under the observatory. Consequently, the path through the grated door on the right leads to tunnel entrance I or the helicopter landing pad. The island shakes again! Hectically, we follow the drag mark straight ahead and reach a small grotto.","Погляд у тунель відкриває вхід із темно-синім маховиком. Він розташований ліворуч і трохи далі, ніж відгалуження з решітчастими дверима праворуч. Зіставлення з планом тунелю гравця «Північ», нашими розкладними картами та знімками з дронів дає гравець «Захід» має стояти прямо під обсерваторією. Отже, шлях через решітчасті двері праворуч веде до входу в тунель I, тобто до вертолітного майданчика. Острів знову здригається! Ми гарячково йдемо прямо за слідом волочіння й дістаємося маленької гроти.","Взгляд в туннель открывает вход с темно-синим маховиком. Он находится слева и немного дальше, чем ответвление с решетчатой дверью справа. Сопоставление с планом туннеля игрока «Север», нашими раскладными картами и снимками с дронов дает игрок «Запад» должен стоять прямо под обсерваторией. Следовательно, путь через решетчатую дверь справа ведет к входу в туннель I, то есть к вертолетной площадке. Остров снова содрогается! Мы лихорадочно следуем прямо по следу волочения и добираемся до маленького грота."
4-12,image,,[Bild: Zeitschriften-Cover „SCIENCE TRENDS“ mit Dr. Jerry Knox],[Image: Magazine cover 'SCIENCE TRENDS' featuring Dr. Jerry Knox],[Зображення: Обкладинка журналу «SCIENCE TRENDS» із доктором Джеррі Ноксом],[Изображение: Обложка журнала «SCIENCE TRENDS» с доктором Джерри Ноксом]
4-13,question,1,"Auch hier in der Grotte finden wir achtlos herumliegende, alte Fässer – auslaufende Atomfässer inklusive ... Wir ringen unsere Panik nieder. Da springt uns ein Stapel mit Zeitschriften ins Auge. Alles ältere Exemplare eines wissenschaftlichen Fachmagazins. Ach, schau an, den Mann auf dem Cover, den kennen wir doch!
Frage: Wo haben wir den Mann, der das Zeitschriften-Cover ziert, schon mal gesehen?","Here in the grotto, too, we find carelessly discarded old barrels – leaking atomic barrels included ... We suppress our panic. A stack of magazines catches our eye. All older issues of a scientific journal. Ah, look, we know the man on the cover!
Question: Where have we seen the man who graces the magazine cover before?","Тут, у гроті, ми також знаходимо недбало розкидані старі бочки — включно з тими ядерними бочками, що протікають... Ми тамуємо паніку. Раптом нам впадає в око стос журналів. Усі вони — старі випуски наукового фахового видання. О, погляньте, чоловік на обкладинці нам знайомий!
Запитання: Де ми вже бачили чоловіка, який прикрашає обкладинку журналу?","Здесь, в гроте, мы тоже находим небрежно разбросанные старые бочки — включая те ядерные бочки, что протекают... Мы подавляем панику. Вдруг нам бросается в глаза стопка журналов. Все они — старые выпуски научного профильного издания. О, посмотрите, мужчина на обложке нам знаком!
Вопрос: Где мы уже видели мужчину, который украшает обложку журнала?"
4-14,answer,,"Das ist doch der Mann mit der Säge in der Hand, den wir draußen auf der Insel unter dem rot blühenden Baum beim alten, roten Kastenwagen angetroffen haben. Der Mann, der die Schlingfallen ausgelegt hat. Der Mann, der sich uns als „Jerry, der Einsiedler“ vorgestellt hat. Während ihres Biochemie-Studiums an der Princeton University lernte sie den ebenso rebellischen wie charismatischen Kommilitonen Jerry Knox kennen. Die beiden wurden ein Paar – beruflich und privat – und heirateten kurz darauf.","That is the man with the saw in his hand whom we encountered out on the island under the red blooming tree near the old red van. The man who laid the snare traps. The man who introduced himself to us as 'Jerry the hermit'. During her biochemistry studies at Princeton University, Sheila met her equally rebellious and charismatic classmate Jerry Knox. The two became a couple – professionally and personally – and married shortly afterward.","Це ж той чоловік із пилкою в руці, якого ми зустріли на острові під червоним квітучим деревом біля старого червоного фургона. Чоловік, який розставив пастки-зашморги. Чоловік, який представився нам як «Джеррі, відшельник». Під час навчання біохімії у Принстонському університеті Шейла познайомилася зі своїм бунтівним і харизматичним однокурсником Джеррі Ноксом. Вони стали парою — і в роботі, і в особистому житті — й невдовзі одружилися.","Это же тот мужчина с пилой в руке, которого мы встретили на острове под красным цветущим девером возле старого красного фургона. Мужчина, который расставил ловушки-петли. Мужчина, который представился нам как «Джерри, отшельник». Во время учебы биохимии в Принстонском университете Шейла познакомилась со своим мятежным и харизматичным однокурсником Джерри Ноксом. Они стали парой — и в работе, и в личной жизни — и вскоре поженились."
4-15,question,2,"Jerry, der Einsiedler, heißt also Jerry Knox. Wir ignorieren für einen Moment die auslaufenden Atomfässer und das Beben der Erde und wenden uns den gelben Fässern zu. Denn auf einem zerkratzten Prüffeld steht etwas unleserlich „J. Knox“. J wie Jerry? Jerry Knox!
Frage: Wie lautet die genaue Inhaltsbezeichnung dieser gelben Fässer?","So Jerry, the hermit, is indeed Jerry Knox. We ignore the leaking atomic barrels and the earth shaking for a moment and turn to the yellow barrels. On a scratched test field, there is a somewhat illegible inscription 'J. Knox'. J for Jerry? Jerry Knox!
Question: What is the exact contents labeling of these yellow barrels?","Джеррі, відшельник, насправді є Джеррі Ноксом. Ми на мить ігноруємо протікаючі бочки з радіоактивними відходами та здригання землі й звертаємо увагу на жовті бочки. Адже на подряпаному полі для маркування ледь помітно написано «J. Knox». J як Джеррі? Джеррі Нокс!
Запитання: Яке точне маркування вмісту вказано на цих жовтих бочках?","Джерри, отшельник, на самом деле является Джерри Ноксом. Мы на мгновение игнорируем протекающие бочки с радиоактивными отходами и содрогания земли и обращаем внимание на желтые бочки. Ведь на поцарапанном поле для маркировки едва заметно написано «J. Knox». J как Джерри? Джерри Нокс!
Вопрос: Какова точная маркировка содержимого на этих желтых бочках?"
4-16,answer,,"Auf den gelben Fässern der beiden frisch zugewiesenen Tunnelansichten sind Fragmente einer Etikettierung zu sehen. Person Süden erkennt ebenfalls etwas auf einem gelben Fass bei der alten Hängebrücke, Person Norden auf einem gelben Fass hinter der Kirche. Gemeinsam entschlüsseln wir die genaue Inhaltsbezeichnung: „Super-Protein XP543.1“. Walter, unser Biologe, kommt uns hinterhergerannt und fleht uns an, wieder zurück ans Tageslicht zu kommen. Hier unten sei es viel zu gefährlich für uns! Mag sein.","On the yellow barrels of the two newly assigned tunnel views, fragments of labeling can be seen. Person South also spots something on a yellow barrel near the old suspension bridge, Person North on a yellow barrel behind the church. Together we decipher the exact contents description: 'Super-Protein XP543.1'. Walter, our biologist, comes running after us and begs us to come back to the daylight. It's supposedly way too dangerous for us down here! Could be.","На жовтих бочках двох нещодавно знайдених зображень тунелів видно фрагменти маркування. Гравець «Південь» також помічає напис на жовтій бочці біля старого підвісного мосту, а гравець «Північ» — на жовтій бочці за церквою. Разом ми розшифровуємо точну назву вмісту: «Super-Protein XP543.1». Вальтер, наш біолог, біжить за нами та благає повернутися на денне світло. Тут, внизу, мовляв, занадто небезпечно для нас! Можливо, й так.","На желтых бочках двух недавно найденных видов туннелей видны фрагменты маркировки. Игрок «Юг» также замечает надпись на желтой бочке возле старого подвесного моста, а игрок «Север» — на желтой бочке за церковью. Вместе мы расшифровываем точное название содержимого: «Super-Protein XP543.1». Вальтер, наш биолог, бежит за нами и умоляет вернуться на дневной свет. Здесь, внизу, мол, слишком опасно для нас! Возможно, и так."
4-17,question,3,"Neugierig lesen wir den Artikel in der Zeitschrift weiter: „Sheila und Jerry wurden zu Shootingstars der Science-Welt. Sie forschten an einem Wachstumsprotein für gentechnisch veränderte Super-Algen. Die Idee dahinter: Die Algen sollten dutzendfach so viel CO2 binden wie herkömmliche Algen – und sich mit dem Knox'schen Super-Protein auch dutzendfach so schnell ausbreiten. Eine vermeintliche Wunderwaffe im Kampf gegen den Klimawandel!“ Wow. Aber kurze Lesepause aus radioaktivem Anlass.
Frage: Wo sehen wir zusammengenommen mehr Atomfässer – auf den beiden frisch zugewiesenen Tunnelansichten oder auf unseren Faltplänen?","Curiously, we continue reading the article in the magazine: 'Sheila and Jerry became shooting stars of the science world. They were researching a growth protein for genetically modified super-algae. The idea: the algae should bind dozens of times as much CO2 as conventional algae – and spread dozens of times faster with the Knox super-protein. A supposed wonder weapon in the fight against climate change!' Wow. But a short reading break for radioactive reasons.
Question: Where do we see more atomic barrels in total – on the two newly assigned tunnel views or on our folding maps?","З цікавістю читаємо статтю далі: «Шейла та Джеррі стали справжніми висхідними зірками у світі науки. Вони досліджували протеїн росту для генетично модифікованих суперводоростей. Ідея полягала в тому, що ці водорості мали зв'язувати в десятки разів більше CO2, ніж звичайні, а завдяки розробленому Ноксами суперпротеїну — поширюватися в десятки разів швидше. Справжня диво-зброя проти змін клімату!» Ого. Але робимо коротку перерву в читанні з радіоактивних причин.
Запитання: Де сумарно ми бачимо більше ядерних бочок — на двох нещодавно відкритих зображеннях тунелів чи на наших розкладних картах?","С любопытством мы читаем статью дальше: «Шейла и Джерри стали настоящими восходящими звездами в мире науки. Они исследовали протеин роста для генетически модифицированных суперводорослей. Идея заключалась в том, что эти водоросли должны были связывать в десятки раз больше CO2, чем обычные, а благодаря разработанному Ноксами суперпротеину — распространяться в десятки раз быстрее. Настоящее чудо-оружие против изменений климата!» Ого. Но делаем короткий перерыв в чтении по радиоактивным причинам.
Вопрос: Где суммарно мы видим больше ядерных бочек — на двух недавно открытых видах туннелей или на наших раскладных картах?"
4-18,answer,,"Auf unseren Faltplänen sehen wir neun Atomfässer – eines mehr als auf den beiden Tunnelkarten. Wo genau die Fässer sind, ist uns egal, wir lesen lieber weiter: „Die Algenforschung geriet ins Stocken, aber Sheila und Jerry entdeckten, dass ihr Super-Protein enorme Effekte auf Wachstum und Muskelbildung von Affen hatte. Bilder von völlig entstellten und qualvoll verendeten Tieren lösten jedoch eine Lawine an Kritik aus. Das junge Forscherpaar kehrte der Wissenschaft enttäuscht den Rücken, um fortan mit dem multimillionenschweren Erbe von Sheilas Vater das Leben als Privatiers zu genießen.“","On our folding maps we see nine atomic barrels – one more than on the two tunnel cards. We don't care where exactly the barrels are, we prefer to read on: 'The algae research stalled, but Sheila and Jerry discovered that their super-protein had enormous effects on the growth and muscle development of monkeys. However, images of completely disfigured and agonizingly deceased animals triggered a wave of criticism. The young research couple turned their backs on science in disappointment, from then on enjoying life as privateers with the multimillion-dollar inheritance from Sheila's father.'","На наших розкладних картах ми бачимо дев'ять ядерних бочок — на одну більше, ніж на двох картах тунелів. Де саме вони розташовані, нам байдуже, ми воліємо читати далі: «Дослідження водоростей зайшли у глухий кут, проте Шейла та Джеррі виявили, що їхній суперпротеїн має колосальний вплив на ріст та формування м'язів у мавп. Однак фотографії повністю спотворених тварин, які помирали в муках, викликали хвилю нищівної критики. Розчарована молода пара науковців назавжди покинула науку, щоб надалі насолоджуватися життям рантьє завдяки багатомільйонному скадку батька Шейли».","На наших раскладных картах мы видим девять ядерных бочек — на одну больше, чем на двух картах туннелей. Где именно они находятся, нам неважно, мы предпочитаем читать дальше: «Исследования водорослей зашли в тупик, однако Шейла и Джерри обнаружили, что их суперпротеин оказывает колоссальное влияние на рост и формирование мышц у обезьян. Однако фотографии полностью изуродованных животных, умиравших в муках, вызвали бурю сокрушительной критики. Разочарованная молодая пара ученых навсегда покинула науку, чтобы впредь наслаждаться жизнью рантье благодаря многомиллионному наследству отца Шейлы»."
4-19,question,2,"Langsam aber sicher beginnen wir zu verstehen. Und der Vulkan? Scheint auch langsam, aber sicher zu verstehen! Unsere Uhr tickt. Wenn wir unsere vielen Probleme nicht bald gelöst bekommen – Kerry-Ann finden und die Schlüssel fürs Wasserflugzeug auftreiben – dann dürfte dieses krude Inselparadies hier zu unserer letzten Ruhestätte werden. Fokussieren wir uns! Die Schleifspur in der Grotte endet vor einer großen Gittertür, die mit einem vierstelligen Zahlenschloss gesichert ist.
Frage: Wie lautet der Code für das Zahlenschloss?","Slowly but surely we are beginning to understand. And the volcano? It also seems to be understanding slowly but surely! Our clock is ticking. If we don't solve our many problems soon – find Kerry-Ann and get the keys to the seaplane – then this crude island paradise here might become our final resting place. Let's focus! The drag mark in the grotto ends in front of a large iron gate secured by a four-digit combination lock.
Question: What is the code for the combination lock?","Повільно, але впевнено ми починаємо все розуміти. А вулкан? Схоже, він теж «все розуміє»! Наш час спливає. Якщо ми незабаром не вирішимо наші численні проблеми — не знайдемо Керрі-Енн і не дістанемо ключі від гідролітака, — цей дивний острівний рай стане нашою останньою обителлю. Зосередьмося! Слід волочіння в гроті закінчується перед великими решітчастими дверима, що зачинені на чотиризначний кодовий замок.
Запитання: Який код від цього кодового замка?","Медленно, но верно мы начинаем всё понимать. А вулкан? Похоже, он тоже «всё понимает»! Наше время истекает. Если мы вскоре не решим наши многочисленные проблемы — не найдем Керри-Энн и не достанем ключи от гидросамолета, — этот странный островной рай станет нашей последней обителью. Сосредоточимся! След волочения в гроте заканчивается перед большими решетчатыми дверями, закрытыми на четырехзначный кодовый замок.
Вопрос: Каков код от этого кодового замка?"
4-20,answer,,"Über der Gittertür der Grotte prangt ein Bierkrug-Symbol. Es verweist auf die Statue hinter der Kirche, die den berüchtigten Piraten Edward Davis mit einem Bierkrug in der Hand darstellt. Auf dem Sockel der Statue wiederum sehen wir die Jahreszahl 1713. Das ist der Code für das Zahlenschloss. Knarzend schwingt die alte Gittertür auf. Wir betreten einen weiteren Gang und erreichen kurz darauf einen ziemlich düsteren Ort. Die Erde bebt unnachgiebig ...","Above the grated door of the grotto, a beer mug symbol is featured. It points to the statue behind the church representing the notorious pirate Edward Davis with a beer mug in his hand. On the pedestal of the statue, we see the year 1713. That is the code for the combination lock. Creaking, the old iron gate swings open. We enter another corridor and shortly afterward reach a rather gloomy place. The earth trembles relentlessly ...","Над решітчастими дверима гроту красується символ пивного кухля. Він відсилає до статуї за церквою, на якій зображено горезвісного пірата Едварда Девіса з пивним кухлем у руці. На цоколі цієї статуї мы бачимо рік: 1713. Це і є код від замка. Старі двері зі скрипом відчиняються. Ми заходимо в наступний коридор і невдовзі дістаємося досить похмурого місця. Земля без упину здригається...","Над решетчатой дверью грота красуется символ пивной кружки. Он отсылает к статуе за церковью, на которой изображен пресловутый пират Эдвард Дэвис с пивной кружкой в руке. На цоколе этой статуи мы видим год: 1713. Это и есть код от замка. Старая решетчатая дверь со скрипом открывается. Мы заходим в следующий коридор и вскоре добираемся до довольно мрачного места. Земля непрерывно содрогается..."
4-21,image,,[Bild: Treppenhaus mit Notausgang-Schild],[Image: Stairwell with emergency exit sign],[Зображення: Сходова клітка із вказівником аварійного виходу],[Изображение: Лестничная клетка с указателем аварийного выхода]
4-22,image,,[Bild: Treppenhaus mit orangefarbenen Rohren],[Image: Stairwell with orange pipes],[Зображення: Сходова клітка з помаранчевими трубами],[Изображение: Лестничная клетка с оранжевыми трубами]
4-23,question,2,"Der Gang wird flankiert von mehreren kleinen Gefängniszellen. Eine Person steht mitten im Gang. Sie erschrickt, als sie uns kommen sieht und will über eine Treppe fliehen. Doch wir sind den nötigen Schritt schneller und können sie stoppen.
Frage: Welche beiden Personen hier unten kennen wir mit Namen?","The corridor is flanked by several small prison cells. A person is standing in the middle of the hallway. They are startled when they see us coming and want to flee up some stairs. But we are a step quicker and manage to stop them.
Question: Which two people down here do we know by name?","Коридор по обидва боки оточений кількома невеликими тюремними камерами. Посеред коридору стоїть людина. Вона здригається, коли бачить нас, і намагається втекти сходами. Проте ми виявляємося швидшими й зупиняємо її.
Запитання: Яких двох людей тут унизу ми знаємо на ім'я?","Коридор по обеим сторонам окружен несколькими небольшими тюремными камерами. Посреди коридора стоит человек. Он вздрагивает, когда видит нас, и пытается убежать по лестнице. Однако мы оказываемся быстрее и останавливаем его.
Вопрос: Каких двух людей здесь внизу мы знаем по имени?"
4-24,answer,,"Unsere Expeditionsleiterin Kerry-Ann – endlich haben wir sie gefunden! Mit nur einem Schuh an den Füßen, hockt sie sichtlich mitgenommen auf dem kalten Zellenboden. Sie schaut uns zunächst apathisch und leicht ungläubig an, dann erhellt sich ihre Miene. Bei der Person, die vor uns fliehen wollte, handelt es sich um Sheila Knox, die Frau des verkappten Einsiedlers Jerry Knox. Sheila haben wir anhand des Zeitschriften-Covers erkannt.","Our expedition leader Kerry-Ann – we have finally found her! Wearing only one shoe, she sits visibly battered on the cold cell floor. She looks at us apathetically and with disbelief at first, then her expression brightens. The person who wanted to flee from us is Sheila Knox, the wife of the closeted hermit Jerry Knox. We recognized Sheila from the magazine cover.","Наша керівниця експедиції Керрі-Енн — нарешті ми її знайшли! Усього з одним черевиком на нозі, вона сидить помітно виснажена на холодній підлозі камери. Спочатку вона дивиться на нас апатично й недовірливо, але потім її обличчя світлішає. А людина, яка намагалася від нас утекти, — це Шейла Нокс, дружина відшельника Джеррі Нокса. Шейлу ми впізнали за обкладинкою журналу.","Наша руководительница экспедиции Керри-Энн — наконец-то мы ее нашли! Всего с одной туфлей на ноге, она сидит заметно изможденная на холодном полу камеры. Сначала она смотрит на нас апатично и недоверчиво, но затем ее лицо светлеет. А человек, который пытался от нас убежать, — это Шейла Нокс, жена отшельника Джерри Нокса. Шейлу мы узнали по обложке журнала."
4-25,question,2,"Ein uns unbekannter, bärenstarker und furchteinflößender Kerl rüttelt aufgebracht an den Stangen seiner Zelle. Er stößt ein kurzes, aber markerschütterndes Geheul aus – genau das Geheul, das wir draußen auf der Insel schon mehrfach gehört haben! Ist dieses arme Kraftpaket also das von Jerry beschworene Insel-Monster? Besser, wir halten Abstand. Für die anderen „Gefangenen“ hier unten können wir leider nur noch wenig tun.
Frage: Welche zwei Teile fehlen dem Roboter und dem Piratenskelett jeweils – und wo finden wir diese Teile?","An unknown, muscular, and terrifying guy shakes the bars of his cell in a rage. He lets out a short but bone-chilling howl – the exact howl we have heard out on the island several times! So is this poor powerhouse the island monster Jerry talked about? Better keep our distance. Unfortunately, we can do very little for the other 'prisoners' down here.
Question: Which two parts are missing from the robot and the pirate skeleton respectively – and where do we find these parts?","Невідомий нам, сильний як ведмідь і грізний здоровань розлючено трясе грати своєї камери. Він видає коротке, але моторошне виття — саме те виття, яке ми вже неодноразово чули на острові! Невже цей бідний силач і є тим самим «острівним чудовиськом», яким нас лякав Джеррі? Краще триматися від нього подалі. Для інших «в'язнів» тут унизу ми, на жаль, уже мало що можемо зробити.
Запитання: Яких двох деталей не вистачає роботу та скелету пірата відповідно, і де ми можемо знайти ці деталі?","Неизвестный нам, сильный как медведь и грозный верзила яростно трясет решетку своей камеры. Он издает короткий, но жуткий вой — именно тот вой, который мы уже не раз слышали на острове! Неужели этот бедный силач и есть то самое «островное чудовище», которым нас пугал Джерри? Лучше держаться от него подальше. Для других «узников» здесь внизу мы, к сожалению, уже мало что можем сделать.
Вопрос: Каких двух деталей не хватает роботу и скелету пирата соответственно, и где мы можем найти эти детали?"
4-26,answer,,"Dem Roboter fehlen ein Arm und ein Bein. Den Arm finden wir auf dem Müllhaufen im Labor, das Bein vor der hölzernen Fischerhütte. Dem Piratenskelett fehlen ein Stiefel und ein Handhaken. Der Stiefel liegt zwischen dem großen Zelt und dem Riesenanker, der Handhaken zwischen Toilettenhaus und Sternwarte. Wir schnappen uns Sheilas Schlüsselbund und befreien die völlig erschöpfte Kerry-Ann aus ihrer Zelle. Zerknirscht beginnt sie zu berichten ...","The robot is missing an arm and a leg. We find the arm on the rubbish heap in the laboratory, the leg in front of the wooden fisherman's hut. The pirate skeleton is missing a boot and a hook hand. The boot lies between the large tent and the giant anchor, the hook hand between the toilet building and the observatory. We grab Sheila's key ring and free the completely exhausted Kerry-Ann from her cell. Contrite, she begins to report ...","Роботу бракує руки та ноги. Руку ми знаходимо на купі сміття в лабораторії, а ногу — перед дерев'яною рибальською хатиною. Скелету пірата бракує чобота та гака замість руки. Чобіт лежить між великим наметом і гігантським якорем, а гак — між будівлею вбиральні та обсерваторією. Ми забираємо зв'язку ключів Шейли й звільняємо повністю виснажену Керрі-Енн із камери. Пригнічена, вона починає розповідати...","Роботу не хватает руки и ноги. Руку мы находим на куче мусора в лаборатории, а ногу — перед деревянной рыбацкой хижиной. Скелету пирата не хватает сапога и крюка вместо руки. Сапог лежит между большой палаткой и гигантским якорем, а крюк — между зданием уборной и обсерваторией. Мы забираем связку ключей Шейлы и освобождаем полностью изможденную Керри-Энн из камеры. Подавленная, она начинает рассказывать..."
